Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,69.62999725341797,69.66000366210938,68.11000061035156,68.13999938964844,48.810340881347656,3736000
2008-01-03,68.5199966430664,68.87999725341797,66.91000366210938,67.12000274658203,48.07969665527344,3501000
2008-01-04,66.9000015258789,66.9000015258789,65.37999725341797,65.6500015258789,47.02671813964844,4936000
2008-01-07,65.6500015258789,66.63999938964844,64.80000305175781,65.9800033569336,47.263099670410156,3973500
2008-01-08,66.01000213623047,66.87000274658203,64.91000366210938,64.97000122070312,46.53961944580078,5856600
2008-01-09,65.2699966430664,67.3499984741211,64.9000015258789,67.2699966430664,48.18714904785156,8802400
2008-01-10,66.52999877929688,70.44999694824219,66.2699966430664,69.86000061035156,50.04241180419922,10950500
2008-01-11,69.37999725341797,69.48999786376953,66.0,66.43000030517578,47.58544921875,8229300
2008-01-14,66.9800033569336,66.9800033569336,63.619998931884766,64.70999908447266,46.35333251953125,10121500
2008-01-15,64.05999755859375,64.61000061035156,63.709999084472656,63.97999954223633,45.830421447753906,6862100
2008-01-16,64.0,65.0999984741211,63.72999954223633,64.0999984741211,45.91640090942383,9600600
2008-01-17,64.08999633789062,65.55999755859375,64.08000183105469,64.30000305175781,46.05967330932617,7161200
2008-01-18,63.720001220703125,65.83000183105469,63.650001525878906,64.52999877929688,46.224422454833984,7358100
2008-01-22,62.72999954223633,66.80000305175781,62.380001068115234,66.13999938964844,47.37771224975586,9818400
2008-01-23,65.30999755859375,69.0,64.72000122070312,68.61000061035156,49.14701843261719,10043800
2008-01-24,68.37999725341797,68.4000015258789,66.0999984741211,67.1500015258789,48.101192474365234,6217400
2008-01-25,67.29000091552734,67.9800033569336,65.4000015258789,65.45999908447266,46.89060974121094,5562900
2008-01-28,65.37999725341797,66.37000274658203,65.0,66.36000061035156,47.53529739379883,5407900
2008-01-29,66.5,66.80000305175781,65.30999755859375,66.68000030517578,47.76450729370117,5705200
2008-01-30,66.54000091552734,67.5999984741211,65.66000366210938,66.2300033569336,47.44218444824219,5766000
2008-01-31,65.62999725341797,69.58000183105469,65.31999969482422,67.94000244140625,48.667083740234375,7975200
2008-02-01,68.11000061035156,68.41999816894531,66.97000122070312,67.79000091552734,48.559627532958984,6057300
2008-02-04,67.98999786376953,68.2300033569336,66.5199966430664,66.9800033569336,47.97942352294922,4288100
2008-02-05,65.91999816894531,66.87000274658203,64.43000030517578,64.87000274658203,46.46797561645508,6934300
2008-02-06,65.26000213623047,65.58999633789062,63.689998626708984,63.709999084472656,45.63704299926758,7394000
2008-02-07,64.31999969482422,65.38999938964844,63.310001373291016,64.75,46.38200759887695,8453100
